Genome,Genome ID,Accession,BRC ID,RefSeq Locus Tag,Alt Locus Tag,Feature ID,Annotation,Feature Type,Start,End,Length,Strand,FIGfam ID,PATRIC genus-specific families (PLfams),PATRIC cross-genus families (PGfams),Protein ID,AA Length,Gene Symbol,Product,GO
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3073","LBJ_2395","VBILepBor13265_3073","PATRIC.355277.4.NC_008510.CDS.2861992.2863218.rev","PATRIC","CDS",2861992,2863218,1227,"-","FIG00762762","PLF_171_00000503","PGF_07560111","YP_801615.1",408,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.288","LBJ_0245","VBILepBor13265_0288","PATRIC.355277.4.NC_008510.CDS.286323.288914.fwd","PATRIC","CDS",286323,288914,2592,"+","FIG00766706","PLF_171_00000088","PGF_02114715","YP_799738.1",863,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3075","LBJ_2396","VBILepBor13265_3075","PATRIC.355277.4.NC_008510.CDS.2864102.2864881.rev","PATRIC","CDS",2864102,2864881,780,"-","FIG00001125","PLF_171_00002084","PGF_00011463","YP_801616.1",259,,"RNA binding methyltransferase FtsJ like",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3076","LBJ_2397","VBILepBor13265_3076","PATRIC.355277.4.NC_008510.CDS.2864862.2865803.rev","PATRIC","CDS",2864862,2865803,942,"-","FIG00000019","PLF_171_00001705","PGF_06784545","YP_801617.1",313,"ispA-1","(2E,6E)-farnesyl diphosphate synthase (EC 2.5.1.10)","GO:0004337|geranyltranstransferase activity"
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3080","LBJ_2399","VBILepBor13265_3080","PATRIC.355277.4.NC_008510.CDS.2867603.2867884.fwd","PATRIC","CDS",2867603,2867884,282,"+","FIG00767236","PLF_171_00001688","PGF_07273147","YP_801618.1",93,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3081","LBJ_2400","VBILepBor13265_3081","PATRIC.355277.4.NC_008510.CDS.2868109.2868654.rev","PATRIC","CDS",2868109,2868654,546,"-","FIG01351068","PLF_171_00002503","PGF_08225224","YP_801619.1",181,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3082","LBJ_2401","VBILepBor13265_3082","PATRIC.355277.4.NC_008510.CDS.2869482.2869955.rev","PATRIC","CDS",2869482,2869955,474,"-","FIG01320461","PLF_171_00001433","PGF_00377839","YP_801620.1",157,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3083","LBJ_2402","VBILepBor13265_3083","PATRIC.355277.4.NC_008510.CDS.2870139.2871299.fwd","PATRIC","CDS",2870139,2871299,1161,"+","FIG01351344","PLF_171_00001326","PGF_00292495","YP_801621.1",386,,"Lipopolysaccharide export system permease protein LptG",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3086","LBJ_2403","VBILepBor13265_3086","PATRIC.355277.4.NC_008510.CDS.2872295.2873389.rev","PATRIC","CDS",2872295,2873389,1095,"-","FIG01306568","PLF_171_00000006","PGF_01000105","YP_801622.1",364,,"Mobile element protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3087","LBJ_2404","VBILepBor13265_3087","PATRIC.355277.4.NC_008510.CDS.2873777.2874301.fwd","PATRIC","CDS",2873777,2874301,525,"+","FIG00764550","PLF_171_00002499","PGF_00235428","YP_801623.1",174,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3090","LBJ_2405","VBILepBor13265_3090","PATRIC.355277.4.NC_008510.CDS.2875036.2876712.fwd","PATRIC","CDS",2875036,2876712,1677,"+","FIG00011374","PLF_171_00001106","PGF_03035890","YP_801624.1",558,,"Methylsuccinyl-CoA dehydrogenase, predicted by (Erb et al, 2007)",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3092","LBJ_2407","VBILepBor13265_3092","PATRIC.355277.4.NC_008510.CDS.2877582.2878103.fwd","PATRIC","CDS",2877582,2878103,522,"+","FIG00638284","PLF_171_00005886","PGF_02136100","YP_801625.1",173,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3093","LBJ_2408","VBILepBor13265_3093","PATRIC.355277.4.NC_008510.CDS.2879118.2879732.fwd","PATRIC","CDS",2879118,2879732,615,"+","FIG00638284","PLF_171_00064833","PGF_02130073","YP_801626.1",204,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3094","LBJ_2409","VBILepBor13265_3094","PATRIC.355277.4.NC_008510.CDS.2879750.2880658.fwd","PATRIC","CDS",2879750,2880658,909,"+","FIG00638284","PLF_171_00007125","PGF_02128480","YP_801627.1",302,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3095","LBJ_2410","VBILepBor13265_3095","PATRIC.355277.4.NC_008510.CDS.2880911.2881828.rev","PATRIC","CDS",2880911,2881828,918,"-","FIG01306568","PLF_171_00000051","PGF_01000105","YP_801628.1",305,,"Mobile element protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3098","LBJ_2412","VBILepBor13265_3098","PATRIC.355277.4.NC_008510.CDS.2883428.2883787.rev","PATRIC","CDS",2883428,2883787,360,"-","FIG00638284","PLF_171_00004871","PGF_10480585","YP_801629.1",119,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3099","LBJ_2413","VBILepBor13265_3099","PATRIC.355277.4.NC_008510.CDS.2884119.2884286.fwd","PATRIC","CDS",2884119,2884286,168,"+","FIG00638284","PLF_171_00009412","PGF_00337320","YP_801630.1",55,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3100","LBJ_2414","VBILepBor13265_3100","PATRIC.355277.4.NC_008510.CDS.2884335.2885462.fwd","PATRIC","CDS",2884335,2885462,1128,"+","FIG00764531","PLF_171_00000032","PGF_00421204","YP_801631.1",375,,"DNA-binding protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3101","LBJ_2416","VBILepBor13265_3101","PATRIC.355277.4.NC_008510.CDS.2886290.2890480.rev","PATRIC","CDS",2886290,2890480,4191,"-","FIG00638284","PLF_171_00079169","PGF_08225224","YP_801633.1",1396,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3103","LBJ_2417","VBILepBor13265_3103","PATRIC.355277.4.NC_008510.CDS.2891017.2893281.rev","PATRIC","CDS",2891017,2893281,2265,"-","FIG00638284","PLF_171_00058349","PGF_08225224","YP_801634.1",754,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3104","LBJ_2418","VBILepBor13265_3104","PATRIC.355277.4.NC_008510.CDS.2893356.2894357.rev","PATRIC","CDS",2893356,2894357,1002,"-","FIG00638284","PLF_171_00017640","PGF_08225224","YP_801635.1",333,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3105","LBJ_2419","VBILepBor13265_3105","PATRIC.355277.4.NC_008510.CDS.2894407.2897580.rev","PATRIC","CDS",2894407,2897580,3174,"-","FIG00638284","PLF_171_00058349","PGF_08225224","YP_801636.1",1057,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3108","LBJ_2421","VBILepBor13265_3108","PATRIC.355277.4.NC_008510.CDS.2899918.2900550.rev","PATRIC","CDS",2899918,2900550,633,"-",,"PLF_171_00006808","PGF_07600956","YP_801637.1",210,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3115","LBJ_2425","VBILepBor13265_3115","PATRIC.355277.4.NC_008510.CDS.2902490.2903584.fwd","PATRIC","CDS",2902490,2903584,1095,"+","FIG01306568","PLF_171_00000006","PGF_01000105","YP_801638.1",364,,"Mobile element protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3120","LBJ_2429","VBILepBor13265_3120","PATRIC.355277.4.NC_008510.CDS.2908184.2909344.rev","PATRIC","CDS",2908184,2909344,1161,"-","FIG00138712","PLF_171_00001455","PGF_00032869","YP_801639.1",386,"ivd","Isovaleryl-CoA dehydrogenase (EC 1.3.8.4)",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3121","LBJ_2430","VBILepBor13265_3121","PATRIC.355277.4.NC_008510.CDS.2909424.2909825.fwd","PATRIC","CDS",2909424,2909825,402,"+","FIG00762965","PLF_171_00001903","PGF_00358611","YP_801640.1",133,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3122","LBJ_2431","VBILepBor13265_3122","PATRIC.355277.4.NC_008510.CDS.2909909.2910670.fwd","PATRIC","CDS",2909909,2910670,762,"+","FIG01304886","PLF_171_00001212","PGF_05318435","YP_801641.1",253,"eftB","Electron transfer flavoprotein, beta subunit","GO:0006118|electron transport;GO:0009055|electron carrier activity"
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3123","LBJ_2432","VBILepBor13265_3123","PATRIC.355277.4.NC_008510.CDS.2910683.2911642.fwd","PATRIC","CDS",2910683,2911642,960,"+","FIG00136866","PLF_171_00001211","PGF_07072294","YP_801642.1",319,"etfA","Electron transfer flavoprotein, alpha subunit","GO:0006118|electron transport;GO:0009055|electron carrier activity;GO:0050660|FAD binding"
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.294","LBJ_0247","VBILepBor13265_0294","PATRIC.355277.4.NC_008510.CDS.291140.291931.rev","PATRIC","CDS",291140,291931,792,"-","FIG01407240","PLF_171_00002110","PGF_03969529","YP_799739.1",263,,"TPR-repeat-containing protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3124","LBJ_2433","VBILepBor13265_3124","PATRIC.355277.4.NC_008510.CDS.2911799.2912392.fwd","PATRIC","CDS",2911799,2912392,594,"+","FIG00765929","PLF_171_00002105","PGF_00287327","YP_801643.1",197,"lolA-2","hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3125","LBJ_2434","VBILepBor13265_3125","PATRIC.355277.4.NC_008510.CDS.2912398.2914218.fwd","PATRIC","CDS",2912398,2914218,1821,"+","FIG00762539","PLF_171_00001906","PGF_00131735","YP_801644.1",606,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3126","LBJ_2435","VBILepBor13265_3126","PATRIC.355277.4.NC_008510.CDS.2914215.2915183.fwd","PATRIC","CDS",2914215,2915183,969,"+","FIG00000055","PLF_171_00001372","PGF_00062045","YP_801645.1",322,"trpS","Tryptophanyl-tRNA synthetase (EC 6.1.1.2)","GO:0004830|tryptophan-tRNA ligase activity"
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3130","LBJ_2436","VBILepBor13265_3130","PATRIC.355277.4.NC_008510.CDS.2916302.2917450.fwd","PATRIC","CDS",2916302,2917450,1149,"+","FIG00638284","PLF_171_00004993","PGF_00221347","YP_801646.1",382,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3132","LBJ_2437","VBILepBor13265_3132","PATRIC.355277.4.NC_008510.CDS.2918002.2919435.rev","PATRIC","CDS",2918002,2919435,1434,"-","FIG00744535","PLF_171_00000659","PGF_10425579","YP_801647.1",477,,"ABC transporter, ATP-binding protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3134","LBJ_2438","VBILepBor13265_3134","PATRIC.355277.4.NC_008510.CDS.2920401.2921504.fwd","PATRIC","CDS",2920401,2921504,1104,"+","FIG00519199","PLF_171_00001881","PGF_00048334","YP_801648.1",367,,"Rhodanese domain protein, Enterobacterial subgroup, YceA homolog",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3137","LBJ_2440","VBILepBor13265_3137","PATRIC.355277.4.NC_008510.CDS.2922414.2923562.rev","PATRIC","CDS",2922414,2923562,1149,"-","FIG01461710","PLF_171_00005049","PGF_00162001","YP_801649.1",382,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3140","LBJ_2441","VBILepBor13265_3140","PATRIC.355277.4.NC_008510.CDS.2924104.2924427.rev","PATRIC","CDS",2924104,2924427,324,"-","FIG00009637","PLF_171_00001274","PGF_06661068","YP_801650.1",107,,"PaaD-like protein (DUF59) involved in Fe-S cluster assembly",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3142","LBJ_2442","VBILepBor13265_3142","PATRIC.355277.4.NC_008510.CDS.2924636.2925070.rev","PATRIC","CDS",2924636,2925070,435,"-","FIG00000306","PLF_171_00001995","PGF_00041788","YP_801651.1",144,,"Putative iron-sulfur cluster assembly scaffold protein for SUF system, SufE2",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3143","LBJ_2443","VBILepBor13265_3143","PATRIC.355277.4.NC_008510.CDS.2925054.2926295.rev","PATRIC","CDS",2925054,2926295,1242,"-","FIG00229199","PLF_171_00000470","PGF_07583562","YP_801652.1",413,"csdB","Cysteine desulfurase (EC 2.8.1.7) => SufS","GO:0031071|cysteine desulfurase activity"
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3144","LBJ_2444","VBILepBor13265_3144","PATRIC.355277.4.NC_008510.CDS.2926301.2926612.rev","PATRIC","CDS",2926301,2926612,312,"-","FIG00762700","PLF_171_00004495","PGF_04972523","YP_801653.1",103,"nirD","Ferredoxin, 2Fe-2S",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3145","LBJ_2445","VBILepBor13265_3145","PATRIC.355277.4.NC_008510.CDS.2926609.2927805.rev","PATRIC","CDS",2926609,2927805,1197,"-","FIG00072797","PLF_171_00001177","PGF_00015517","YP_801654.1",398,"sufB-2","Iron-sulfur cluster assembly protein SufD",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3146","LBJ_2446","VBILepBor13265_3146","PATRIC.355277.4.NC_008510.CDS.2927813.2928580.rev","PATRIC","CDS",2927813,2928580,768,"-","FIG00018727","PLF_171_00000153","PGF_00015510","YP_801655.1",255,,"Iron-sulfur cluster assembly ATPase protein SufC","GO:0005524|ATP binding;GO:0016887|ATPase activity"
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3148","LBJ_2447","VBILepBor13265_3148","PATRIC.355277.4.NC_008510.CDS.2929323.2930702.rev","PATRIC","CDS",2929323,2930702,1380,"-","FIG00765255","PLF_171_00001002","PGF_08225224","YP_801656.1",459,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.297","LBJ_0248","VBILepBor13265_0297","PATRIC.355277.4.NC_008510.CDS.293135.295162.fwd","PATRIC","CDS",293135,295162,2028,"+","FIG00017431","PLF_171_00000500","PGF_04607819","YP_799740.1",675,"rsbU-1","Serine phosphatase RsbU, regulator of sigma subunit","GO:0004721|phosphoprotein phosphatase activity"
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3150","LBJ_2448","VBILepBor13265_3150","PATRIC.355277.4.NC_008510.CDS.2932372.2935167.fwd","PATRIC","CDS",2932372,2935167,2796,"+","FIG01304087","PLF_171_00017267","PGF_06097826","YP_801657.1",931,,"CRISPR-associated helicase Cas3",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3151","LBJ_2449","VBILepBor13265_3151","PATRIC.355277.4.NC_008510.CDS.2935179.2936780.fwd","PATRIC","CDS",2935179,2936780,1602,"+","FIG00006009","PLF_171_00004731","PGF_00416054","YP_801658.1",533,,"CRISPR-associated protein, Cse1 family",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3152","LBJ_2450","VBILepBor13265_3152","PATRIC.355277.4.NC_008510.CDS.2936786.2937322.fwd","PATRIC","CDS",2936786,2937322,537,"+","FIG01378637","PLF_171_00004979","PGF_00312689","YP_801659.1",178,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3153","LBJ_2451","VBILepBor13265_3153","PATRIC.355277.4.NC_008510.CDS.2937319.2938392.fwd","PATRIC","CDS",2937319,2938392,1074,"+","FIG00002459","PLF_171_00004800","PGF_00416074","YP_801660.1",357,,"CRISPR-associated protein, Cse4 family",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3154","LBJ_2452","VBILepBor13265_3154","PATRIC.355277.4.NC_008510.CDS.2938393.2939136.fwd","PATRIC","CDS",2938393,2939136,744,"+","FIG00008770","PLF_171_00005676","PGF_05607652","YP_801661.1",247,,"CRISPR-associated protein, Cas5e family",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3156","LBJ_2453","VBILepBor13265_3156","PATRIC.355277.4.NC_008510.CDS.2939409.2940209.fwd","PATRIC","CDS",2939409,2940209,801,"+","FIG00005983","PLF_171_00078972","PGF_00145378","YP_801662.1",266,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3158","LBJ_2454","VBILepBor13265_3158","PATRIC.355277.4.NC_008510.CDS.2940982.2941326.rev","PATRIC","CDS",2940982,2941326,345,"-","FIG00638284","PLF_171_00002157","PGF_00453632","YP_801663.1",114,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3159","LBJ_2455","VBILepBor13265_3159","PATRIC.355277.4.NC_008510.CDS.2941828.2942712.fwd","PATRIC","CDS",2941828,2942712,885,"+","FIG00023946","PLF_171_00004746","PGF_00415964","YP_801664.1",294,,"CRISPR-associated protein Cas1",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3160","LBJ_2456","VBILepBor13265_3160","PATRIC.355277.4.NC_008510.CDS.2942714.2943064.fwd","PATRIC","CDS",2942714,2943064,351,"+","FIG00638284","PLF_171_00064179","PGF_08207894","YP_801665.1",116,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3161","LBJ_2457","VBILepBor13265_3161","PATRIC.355277.4.NC_008510.CDS.2943232.2944083.rev","PATRIC","CDS",2943232,2944083,852,"-","FIG00004308","PLF_171_00000223","PGF_00023779","YP_801666.1",283,,"N-acetylglucosamine related transporter, NagX",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3164","LBJ_2458","VBILepBor13265_3164","PATRIC.355277.4.NC_008510.CDS.2944674.2944868.rev","PATRIC","CDS",2944674,2944868,195,"-","FIG00948922","PLF_171_00018590","PGF_07537081","YP_801667.1",64,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3168","LBJ_2459","VBILepBor13265_3168","PATRIC.355277.4.NC_008510.CDS.2945768.2946499.fwd","PATRIC","CDS",2945768,2946499,732,"+","FIG01821402","PLF_171_00003973","PGF_10383936","YP_801668.1",243,,"CzcABC family efflux RND transporter, outer membrane protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3176","LBJ_2462","VBILepBor13265_3176","PATRIC.355277.4.NC_008510.CDS.2950405.2951061.fwd","PATRIC","CDS",2950405,2951061,657,"+","FIG00004065","PLF_171_00003379","PGF_06463602","YP_801669.1",218,"gst-1","Glutathione S-transferase (EC 2.5.1.18)","GO:0004364|glutathione transferase activity"
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3180","LBJ_2464","VBILepBor13265_3180","PATRIC.355277.4.NC_008510.CDS.2953380.2954114.rev","PATRIC","CDS",2953380,2954114,735,"-","FIG00767897","PLF_171_00002312","PGF_00282657","YP_801670.1",244,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3181","LBJ_2465","VBILepBor13265_3181","PATRIC.355277.4.NC_008510.CDS.2954121.2954516.rev","PATRIC","CDS",2954121,2954516,396,"-","FIG00763080","PLF_171_00002378","PGF_00172211","YP_801671.1",131,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3182","LBJ_2466","VBILepBor13265_3182","PATRIC.355277.4.NC_008510.CDS.2954506.2955546.rev","PATRIC","CDS",2954506,2955546,1041,"-","FIG00765493","PLF_171_00001586","PGF_02121671","YP_801672.1",346,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3183","LBJ_2467","VBILepBor13265_3183","PATRIC.355277.4.NC_008510.CDS.2955567.2956742.rev","PATRIC","CDS",2955567,2956742,1176,"-","FIG00763212","PLF_171_00001124","PGF_10428547","YP_801673.1",391,"caiA-4","Acyl-CoA dehydrogenase",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.299","LBJ_0250","VBILepBor13265_0299","PATRIC.355277.4.NC_008510.CDS.295723.296139.rev","PATRIC","CDS",295723,296139,417,"-","FIG01332817","PLF_171_00001611","PGF_00019378","YP_799742.1",138,,"MaoC family protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3186","LBJ_2468","VBILepBor13265_3186","PATRIC.355277.4.NC_008510.CDS.2957488.2958102.fwd","PATRIC","CDS",2957488,2958102,615,"+","FIG00762847","PLF_171_00002363","PGF_00070263","YP_801674.1",204,,"cyclic nucleotide binding protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3187","LBJ_2469","VBILepBor13265_3187","PATRIC.355277.4.NC_008510.CDS.2958099.2959271.fwd","PATRIC","CDS",2958099,2959271,1173,"+","FIG00004560","PLF_171_00000282","PGF_00007816","YP_801675.1",390,,"Glucans biosynthesis protein C (EC 2.1.-.-)",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3188","LBJ_2470","VBILepBor13265_3188","PATRIC.355277.4.NC_008510.CDS.2959287.2960627.fwd","PATRIC","CDS",2959287,2960627,1341,"+","FIG00767745","PLF_171_00001052","PGF_00413128","YP_801676.1",446,,"surface antigen",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.300","LBJ_0251","VBILepBor13265_0300","PATRIC.355277.4.NC_008510.CDS.296142.296594.rev","PATRIC","CDS",296142,296594,453,"-","FIG00762601","PLF_171_00001434","PGF_03405870","YP_799743.1",150,,"Acyl dehydratase",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3197","LBJ_2477","VBILepBor13265_3197","PATRIC.355277.4.NC_008510.CDS.2964766.2966490.fwd","PATRIC","CDS",2964766,2966490,1725,"+","FIG01390939","PLF_171_00000956","PGF_00327450","YP_801677.1",574,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.302","LBJ_0252","VBILepBor13265_0302","PATRIC.355277.4.NC_008510.CDS.296711.297640.rev","PATRIC","CDS",296711,297640,930,"-","FIG00001043","PLF_171_00001661","PGF_10512761","YP_799744.1",309,"pldB-1","Lysophospholipase (EC 3.1.1.5); Monoglyceride lipase (EC 3.1.1.23)","GO:0004622|lysophospholipase activity;GO:0047372|acylglycerol lipase activity"
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3201","LBJ_2479","VBILepBor13265_3201","PATRIC.355277.4.NC_008510.CDS.2970451.2971356.fwd","PATRIC","CDS",2970451,2971356,906,"+","FIG00762798","PLF_171_00001598","PGF_00412391","YP_801678.1",301,"sppA-3","signal peptide peptidase SppA (protease IV)",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3202","LBJ_2480","VBILepBor13265_3202","PATRIC.355277.4.NC_008510.CDS.2971365.2971964.fwd","PATRIC","CDS",2971365,2971964,600,"+","FIG00765879","PLF_171_00001848","PGF_00334501","YP_801679.1",199,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3203","LBJ_2481","VBILepBor13265_3203","PATRIC.355277.4.NC_008510.CDS.2971961.2972713.fwd","PATRIC","CDS",2971961,2972713,753,"+","FIG00000480","PLF_171_00001545","PGF_02617142","YP_801680.1",250,"surE","5'-nucleotidase SurE (EC 3.1.3.5)","GO:0008253|5'-nucleotidase activity"
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3205","LBJ_2482","VBILepBor13265_3205","PATRIC.355277.4.NC_008510.CDS.2973214.2973906.fwd","PATRIC","CDS",2973214,2973906,693,"+","FIG00766054","PLF_171_00000484","PGF_00241795","YP_801681.1",230,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3206","LBJ_2486","VBILepBor13265_3206","PATRIC.355277.4.NC_008510.CDS.2974240.2974848.rev","PATRIC","CDS",2974240,2974848,609,"-","FIG00766240","PLF_171_00002061","PGF_00385909","YP_801682.1",202,,"hypothetical protein",
