Systemic ID,Base mean DMC,Base mean IV,Fold Change,P-adjusted,Chromosome,Strand,Start,End,Gene Length,Gene Name,Product
LIC11584,20.40,17.79,1.15,0.757837736,1,-,1942994,1943596,200,-,TetR family transcriptional regulator
LIC11229,20.40,10.17,2.01,0.227025509,1,-,1520105,1521124,339,yfjQ,divalent cation transport-related protein
LIC13471,20.39,9.54,2.14,0.388336219,1,+,4246767,4246982,71,-,transcriptional coactivator
LIC11858,20.39,17.38,1.17,0.97755281,1,+,2253302,2254069,255,-,ABC transporter ATP-binding protein
LIC10953,20.38,25.84,0.79,0.739790104,1,+,1149409,1150074,221,-,hypothetical protein
LIC12492,20.38,18.75,1.09,1,1,-,3017815,3019218,467,algI,alginate O-acetyltransferase
LIC12310,20.33,17.67,1.15,0.922789027,1,+,2786364,2786888,174,-,hypothetical protein
LIC11611,20.30,30.88,0.66,0.492018169,1,+,1972611,1973258,215,-,hypothetical protein
LIC13320,20.27,12.91,1.57,0.734680948,1,-,4069685,4072060,791,-,thermolysin precursor
LIC10401,20.26,13.07,1.55,0.384881339,1,+,458140,458859,239,-,hypothetical protein
LIC13243,20.26,19.92,1.02,0.980707913,1,-,3979060,3979602,180,-,hypothetical protein
LIC11988,20.25,25.08,0.81,0.991349265,1,-,2394704,2395441,245,-,hypothetical protein
LIC10711,20.19,23.82,0.85,0.785396286,1,-,858185,859399,404,-,hypothetical protein
LIC13047,20.15,14.16,1.42,0.722254306,1,-,3719569,3719865,98,-,hypothetical protein
LIC12126,20.14,19.05,1.06,0.959432864,1,-,2568558,2569118,186,rfbC,"dTDP-4-dehydrorhamnose 3,5-epimerase"
LIC10476,20.13,27.93,0.72,0.897765591,1,-,550654,550899,81,-,hypothetical protein
LIC12793,20.12,20.23,0.99,1,1,-,3399829,3400593,254,-,hypothetical protein
LIC12416,20.10,21.88,0.92,0.946952964,1,-,2930215,2930865,216,-,membrane protein
LIC10702,20.06,27.06,0.74,0.982949342,1,+,850026,850352,108,-,hypothetical protein
LIC11108,20.01,16.63,1.20,0.740239958,1,+,1368974,1370260,428,-,polysaccharide exporter
LIC11627,19.99,20.43,0.98,0.922789027,1,+,1991768,1993000,410,mtf,mannosyltransferase
LIC10512,19.99,8.49,2.36,0.206772744,1,+,615803,616642,279,-,hypothetical protein
LIC11853,19.98,21.32,0.94,1,1,+,2248331,2249431,366,metX,homoserine O-acetyltransferase
LIC10228,19.98,24.85,0.80,1,1,+,261972,262658,228,-,hypothetical protein
LIC10065,19.96,15.36,1.30,0.728997884,1,-,84344,84865,173,dcd,deoxycytidine triphosphate deaminase
LIC10203,19.95,20.68,0.96,1,1,+,231970,232935,321,rmd,oxidoreductase
LIC10625,19.93,12.26,1.63,0.523223731,1,+,762578,763324,248,kdsB,3-deoxy-manno-octulosonate cytidylyltransferase
LIC11368,19.92,36.57,0.54,0.53037871,1,+,1683706,1685847,713,-,sodium/alanine symporter family protein
LIC10771,19.92,15.42,1.29,0.667318301,1,+,937234,937911,225,-,hypothetical protein
LIC12756,19.91,27.27,0.73,0.645820574,1,-,3353542,3354594,350,dshA,DshA
LIC12665,19.90,12.94,1.54,0.667318301,1,+,3225318,3226394,358,-,hypothetical protein
LIC10423,19.88,21.75,0.91,0.996409467,1,-,483153,483767,204,-,hypothetical protein
LIC13399,19.87,23.19,0.86,0.785396286,1,-,4167417,4168280,287,mtaP,5'-methylthioadenosine phosphorylase
LIC12226,19.87,18.87,1.05,0.886211893,1,+,2689926,2690768,280,-,hypothetical protein
LIC10704,19.84,33.79,0.59,0.468398121,1,+,851080,851748,222,-,lipoprotein
LIC12682,19.81,18.33,1.08,0.969234872,1,-,3252109,3252972,287,-,3-oxoacyl-ACP
LIC10322,19.77,9.41,2.10,0.180932722,1,-,366944,367876,310,-,hypothetical protein
LIC12398,19.76,18.23,1.08,0.993289437,1,+,2904788,2905192,134,-,anti-sigma factor antagonist
LIC13249,19.72,9.69,2.03,0.354015824,1,-,3986467,3986955,162,-,hypothetical protein
LIC11475,19.70,19.48,1.01,0.918016128,1,+,1823014,1824450,478,-,alginate o-acetyltransferase
LIC20220,19.70,34.82,0.57,0.317301572,2,+,280864,282516,550,gltB,glutamate synthase
LIC13174,19.69,10.39,1.90,0.388336219,1,+,3885507,3887306,599,ktrB,KtrB
LIC12685,19.69,19.77,1.00,1,1,-,3255040,3256893,617,recD,exodeoxyribonuclease v subunit alpha
LIC20059,19.69,18.05,1.09,0.785396286,2,+,62996,64333,445,-,hypothetical protein
LIC13321,19.69,23.83,0.83,0.922789027,1,-,4073098,4075476,792,-,thermolysin homolog precursor
LIC10236,19.68,13.69,1.44,0.614971701,1,+,272177,272815,212,-,hypothetical protein
LIC10028,19.67,18.28,1.08,0.959305846,1,+,34892,35251,119,-,lipoprotein
LIC11575,19.65,22.24,0.88,0.996409467,1,+,1935488,1936024,178,-,hypothetical protein
LIC12084,19.64,25.20,0.78,0.648614759,1,-,2522775,2523848,357,-,hypothetical protein
LIC20073,19.60,37.90,0.52,0.212723509,2,-,79841,80251,136,-,hypothetical protein
LIC12387,19.55,19.45,1.01,0.87565391,1,-,2892516,2893583,355,yljI,permease
LIC10545,19.55,11.73,1.67,0.457536121,1,+,667284,667847,187,-,peptide methionine sulfoxide reductase
LIC11374,19.52,23.59,0.83,0.922789027,1,+,1690089,1690868,259,fliR,flagellar biosynthetic protein
LIC13415,19.52,19.77,0.99,0.920160204,1,-,4189213,4190844,543,-,AraC family transcriptional regulator
LIC10419,19.47,25.42,0.77,0.73500712,1,+,475870,476916,348,-,hypothetical protein
LIC10508,19.45,16.79,1.16,0.844358791,1,+,605726,606337,203,-,lipoprotein
LIC10923,19.37,23.40,0.83,1,1,+,1109018,1109425,135,-,response regulator
LIC20106,19.37,13.65,1.42,0.704295306,2,+,125109,126713,534,-,putative diguanylate phosphodiesterase
LIC12436,19.35,18.14,1.07,0.806364331,1,-,2954854,2956767,637,-,hypothetical protein
LIC12253,19.34,26.79,0.72,0.684906292,1,-,2718956,2719639,227,-,lipoprotein
LIC12983,19.34,17.74,1.09,0.965950204,1,-,3622490,3622690,66,-,hypothetical protein
LIC11303,19.33,14.73,1.31,0.806364331,1,+,1610517,1611806,429,-,"L-lysine 2,3-aminomutase"
LIC12395,19.30,11.63,1.66,0.495576356,1,-,2901671,2902141,156,-,hypothetical protein
LIC11857,19.22,16.72,1.15,0.832321781,1,+,2252519,2253298,259,-,ABC transporter permease
LIC12834,19.20,23.66,0.81,0.828043372,1,-,3438843,3439886,347,-,hypothetical protein
LIC12745,19.20,38.18,0.50,0.375332174,1,+,3341224,3341709,161,nuoE,NADH dehydrogenase subunit I E
LIC11987,19.17,20.85,0.92,0.985177549,1,-,2394230,2394499,89,-,hypothetical protein
LIC10971,19.17,4.40,4.35,0.008700478,1,+,1170840,1171037,65,-,hypothetical protein
LIC12684,19.15,20.16,0.95,0.996409467,1,-,3253734,3254726,330,-,ABC transporter ATP-binding protein
LIC12275,19.13,23.17,0.83,0.977157254,1,-,2747745,2748518,257,proC,pyrroline-5-carboxylate reductase
LIC12625,19.11,13.38,1.43,0.844358791,1,+,3175940,3176614,224,-,hypothetical protein
LIC13365,19.10,11.30,1.69,0.47186393,1,+,4127456,4128466,336,-,hypothetical protein
LIC11873,19.09,28.59,0.67,0.692405248,1,+,2267994,2268743,249,-,hypothetical protein
LIC12047,19.08,13.20,1.45,0.440437689,1,-,2466521,2474185,"2,554",-,hypothetical protein
LIC12413,19.08,16.31,1.17,0.746990351,1,+,2925753,2927582,609,-,hypothetical protein
LIC13268,19.07,10.46,1.82,0.282474229,1,+,4006222,4006668,148,-,hypothetical protein
LIC11598,19.05,15.11,1.26,0.941721053,1,+,1957813,1958385,190,pth,peptidyl-tRNA hydrolase
LIC10612,19.05,29.71,0.64,0.658441543,1,-,750258,750707,149,-,ribosomal protein S18 acetyltransferase
LIC12561,19.03,40.52,0.47,0.086726971,1,+,3103359,3104309,316,-,hypothetical protein
LIC10592,19.02,27.69,0.69,0.670624835,1,+,722430,723857,475,-,hypothetical protein
LIC20013,18.99,42.57,0.45,0.097872161,2,+,12030,12722,230,-,response regulator
LIC12293,18.92,17.07,1.11,0.966626908,1,+,2765841,2766971,376,purK,phosphoribosylaminoimidazole carboxylase ATPase subunit protein
LIC11384,18.88,15.83,1.19,0.989313061,1,+,1702086,1702367,93,-,hypothetical protein
LIC12160,18.88,25.88,0.73,0.74443614,1,-,2610083,2610358,91,-,hypothetical protein
LIC20173,18.86,11.13,1.69,0.41121879,2,+,209755,211146,463,-,hypothetical protein
LIC11343,18.83,30.97,0.61,0.728997884,1,-,1655628,1656965,445,-,adenylate/guanylate cyclase
LIC13366,18.80,13.88,1.35,0.706519245,1,+,4128459,4129535,358,-,strictosidine synthase
LIC11400,18.80,21.31,0.88,0.797763567,1,-,1719727,1720725,332,-,N-acetylneuraminate synthase
LIC13317,18.80,24.45,0.77,0.753913262,1,-,4065708,4066490,260,-,hypothetical protein
LIC11637,18.76,21.45,0.87,1,1,+,2003453,2004133,226,-,hypothetical protein
LIC11301,18.75,7.23,2.59,0.263714311,1,-,1608945,1609754,269,-,hypothetical protein
LIC11055,18.71,21.37,0.88,0.848117213,1,-,1300352,1301146,264,-,hypothetical protein
LIC11093,18.67,22.93,0.81,0.888871279,1,+,1349308,1350201,297,-,glycosyl transferase
LIC11716,18.65,25.72,0.73,0.574233932,1,-,2087058,2088107,349,-,hypothetical protein
LIC11467,18.64,2.39,7.80,0.001919579,1,-,1811649,1813145,498,-,regulator of chromosome condensation
LIC10352,18.56,14.06,1.32,0.836965101,1,+,397917,398741,274,-,hypothetical protein
LIC13461,18.52,11.24,1.65,0.47186393,1,+,4237134,4237721,195,-,lipoprotein
LIC12292,18.49,18.54,1.00,0.969867314,1,+,2765356,2765844,162,purE,phosphoribosylaminoimidazole carboxylase catalytic subunit protein
LIC12367,18.47,14.17,1.30,0.836965101,1,-,2869379,2869750,123,-,hypothetical protein
LIC12085,18.46,20.40,0.90,0.768333194,1,-,2524132,2524677,181,paaY,carbonic anhydrase
LIC12785,18.44,38.71,0.48,0.104412696,1,-,3389804,3390865,353,-,ribosomal RNA large subunit methyltransferase N
LIC12018,18.44,24.86,0.74,0.827316248,1,+,2431140,2432747,535,-,sodium-dependent transporter
LIC13187,18.43,31.17,0.59,0.47186393,1,-,3900969,3902438,489,nhaP,potassium/proton antiporter
LIC10114,18.43,23.07,0.80,0.922789027,1,+,131245,131970,241,hisA,phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase protein
LIC12943,18.42,26.59,0.69,0.788008073,1,-,3572786,3573247,153,-,tRNA/rRNA methyltransferase
LIC11085,18.39,9.16,2.01,0.407936223,1,-,1340307,1341671,454,-,RNA methyltransferase
LIC20178,18.39,19.29,0.95,0.848117213,2,+,221026,222297,423,-,DNA binding protein
LIC10020,18.39,23.00,0.80,1,1,+,23118,23726,202,-,hypothetical protein
LIC11030,18.37,1.64,11.18,0.000178139,1,-,1269359,1270393,344,-,lipoprotein
LIC12086,18.36,12.58,1.46,0.818603943,1,+,2524784,2525344,186,sipA,signal peptidase I
LIC11654,18.34,9.03,2.03,0.251288917,1,-,2019559,2020185,208,-,hypothetical protein
LIC12952,18.34,33.03,0.56,0.469060064,1,-,3584661,3586244,527,-,S-layer-like protein
LIC11388,18.34,8.17,2.24,0.380134605,1,-,1705231,1705623,130,-,hypothetical protein
LIC10205,18.33,19.35,0.95,0.980707913,1,-,234829,235776,315,ctaA,cytochrome oxidase assembly protein
LIC11856,18.29,16.70,1.10,0.900998715,1,+,2251203,2252522,439,-,hypothetical protein
LIC10031,18.23,15.96,1.14,0.880351998,1,-,37639,39615,658,lacZ,beta-galactosidase
LIC12546,18.22,21.80,0.84,0.948962035,1,-,3085192,3086367,391,-,hypothetical protein
LIC11750,18.20,21.86,0.83,0.782892123,1,+,2137283,2137930,215,-,hypothetical protein
LIC10509,18.11,18.75,0.97,0.969234872,1,+,606359,606967,202,-,lipoprotein
LIC12718,18.10,8.58,2.11,0.400999543,1,+,3308260,3308964,234,-,enolase-phosphatase E-1
LIC12508,18.07,21.79,0.83,0.710749902,1,+,3036789,3037901,370,hisC,histidinol-phosphate aminotransferase
LIC10648,18.07,25.87,0.70,0.732070391,1,+,792350,794293,647,-,hypothetical protein
LIC10213,18.06,8.82,2.05,0.180932722,1,+,243009,243473,154,-,hypothetical protein
LIC10975,18.06,11.24,1.61,0.722254306,1,-,1178726,1179907,393,-,AraC family transcriptional regulator
LIC12994,18.04,20.23,0.89,1,1,+,3639848,3640987,379,-,hypothetical protein
LIC13055,18.01,10.82,1.66,0.604637759,1,-,3728504,3729181,225,-,hypothetical protein
LIC11138,18.00,21.84,0.82,0.900998715,1,-,1403382,1404887,501,-,hypothetical protein
LIC10400,17.96,7.75,2.32,0.124021977,1,+,457309,458136,275,-,hypothetical protein
LIC12542,17.93,24.29,0.74,0.822017048,1,-,3080758,3081510,250,pgsA,phosphatidylglycerophosphate synthase
LIC10731,17.93,20.51,0.87,0.740239958,1,+,890787,892046,419,-,lipoprotein
LIC12366,17.86,13.06,1.37,0.757837736,1,-,2867811,2869343,510,-,alginate O-acetyltransferase
LIC20051,17.82,23.57,0.76,0.804430309,2,+,52134,52613,159,-,hypothetical protein
LIC20012,17.78,44.86,0.40,0.040275192,2,+,11116,12033,305,-,histidine kinase sensor protein
LIC10159,17.77,43.50,0.41,0.180932722,1,+,188028,189398,456,trmE,tRNA modification GTPase TrmE
LIC10574,17.77,27.98,0.64,0.637005873,1,+,699396,700670,424,pyrC,dihydroorotase
LIC13476,17.77,18.97,0.94,1,1,+,4250006,4250611,201,recR,recombination protein RecR
LIC12468,17.74,19.49,0.91,0.887866199,1,+,2986975,2988528,517,-,hypothetical protein
LIC13271,17.73,10.75,1.65,0.700782792,1,+,4010128,4011285,385,argJ,bifunctional ornithine acetyltransferase/N-acetylglutamate synthase protein
LIC10833,17.69,25.55,0.69,0.700782792,1,+,1012299,1012811,170,-,hypothetical protein
LIC20188,17.67,14.44,1.22,0.827205443,2,-,238678,240066,462,-,sodium/solute symporter family protein
LIC11859,17.67,13.38,1.32,0.846137378,1,+,2254093,2254848,251,-,hypothetical protein
LIC10233,17.65,10.66,1.66,0.380430224,1,+,268725,269402,225,lolD,ABC transporter ATP-binding protein
LIC20269,17.49,16.77,1.04,0.887866199,2,-,339914,341377,487,-,alginate O-acetyltransferase
LIC13138,17.47,12.68,1.38,0.824340883,1,-,3849035,3850027,330,murB,UDP-N-acetylenolpyruvoylglucosamine reductase
LIC10022,17.46,13.85,1.26,0.859756555,1,-,26728,27090,120,-,arsenate reductase
LIC10156,17.44,23.99,0.73,0.883795317,1,+,185176,185400,74,-,hypothetical protein
LIC10279,17.41,10.28,1.69,0.662101431,1,+,318164,318934,256,-,hypothetical protein
LIC11037,17.41,20.21,0.86,1,1,+,1275996,1277093,365,htrA,periplasmic trypsin-like serine protease
LIC12498,17.41,22.20,0.78,0.728997884,1,+,3023844,3024869,341,-,hypothetical protein
LIC20192,17.40,34.72,0.50,0.226054497,2,-,245183,246061,292,-,hypothetical protein
LIC20040,17.36,25.53,0.68,0.732319944,2,+,40741,41703,320,batA,BatA
LIC10403,17.34,49.63,0.35,0.030600314,1,+,459910,460365,151,ribH,"6,7-dimethyl-8-ribityllumazine synthase"
LIC11811,17.34,22.40,0.77,0.887866199,1,-,2202276,2203307,343,-,hypothetical protein
LIC13484,17.29,9.74,1.77,0.319297449,1,+,4259419,4259916,165,-,hypothetical protein
LIC13467,17.26,18.24,0.95,1,1,+,4242196,4243614,472,-,hypothetical protein
LIC20231,17.26,9.64,1.79,0.528935878,2,+,293843,294481,212,-,hypothetical protein
LIC20054,17.26,23.53,0.73,0.505793126,2,+,57065,57715,216,-,hypothetical protein
LIC10661,17.19,25.18,0.68,0.644213155,1,-,807474,807941,155,-,hypothetical protein
LIC20046,17.19,16.72,1.03,0.900998715,2,-,47457,47948,163,-,hypothetical protein
LIC11659,17.18,17.29,0.99,1,1,+,2023623,2024120,165,-,hypothetical protein
LIC13269,17.15,29.77,0.58,0.621830944,1,+,4007977,4008678,233,-,response regulator
LIC11993,17.14,17.45,0.98,1,1,+,2402824,2403129,101,-,hypothetical protein
LIC12715,17.14,9.85,1.74,0.519010683,1,-,3302048,3303964,638,-,hypothetical protein
LIC12581,17.10,9.65,1.77,0.57031315,1,-,3129050,3129532,160,-,hypothetical protein
LIC12919,17.09,23.48,0.73,0.728997884,1,-,3544098,3544508,136,-,hypothetical protein
LIC11460,17.09,19.81,0.86,0.80522168,1,+,1802024,1802314,96,gatC,aspartyl/glutamyl-tRNA amidotransferase subunit C
LIC11927,17.06,16.95,1.01,0.74279722,1,-,2329668,2331149,493,-,hypothetical protein
LIC20225,17.06,25.07,0.68,0.785396286,2,-,287357,288055,232,-,3-oxoacyl-[acyl-carrier protein] reductase
LIC10404,17.04,17.17,0.99,0.956051834,1,+,460402,460782,126,nusB,transcription antitermination protein NusB
LIC12479,17.01,14.67,1.16,0.827205443,1,+,3004088,3004942,284,-,hypothetical protein
LIC12087,17.01,23.03,0.74,0.93711052,1,+,2525511,2526965,484,-,histidine kinase sensor protein
LIC10192,16.95,13.62,1.24,0.848117213,1,+,221483,222421,312,-,hypothetical protein
LIC12590,16.95,22.75,0.75,0.848117213,1,+,3137354,3138610,418,-,drug proton antiporter
LIC11995,16.91,12.65,1.34,0.740239958,1,-,2404804,2405019,71,-,hypothetical protein
LIC12995,16.90,17.19,0.98,0.991660653,1,-,3641262,3642269,335,-,hypothetical protein
LIC20186,16.89,16.68,1.01,1,2,-,236103,236510,135,-,hypothetical protein
LIC10458,16.89,16.91,1.00,1,1,-,520953,521804,283,-,hypothetical protein
LIC11642,16.87,27.00,0.62,0.558023374,1,+,2007962,2009311,449,-,hypothetical protein
LIC12012,16.85,17.32,0.97,0.922789027,1,-,2422373,2422723,116,-,anti-sigma factor antagonist
LIC11808,16.84,19.58,0.86,0.822749527,1,+,2201469,2201720,83,bolA,BolA-like protein
LIC10378,16.82,12.46,1.35,0.920160204,1,+,429051,429401,116,-,ParR family transcriptional regulator
LIC10256,16.81,25.87,0.65,0.692861894,1,+,292745,294850,701,-,carbon starvation protein A
LIC10106,16.75,11.05,1.52,0.637729953,1,-,126141,126476,111,-,hypothetical protein
LIC11911,16.75,44.36,0.38,0.040374099,1,+,2306871,2309051,726,-,glycosyltransferase
LIC12624,16.71,8.83,1.89,0.615576028,1,+,3174754,3175836,360,-,hypothetical protein
LIC20090,16.68,14.41,1.16,0.845279091,2,-,104206,105090,294,argB,acetylglutamate kinase
LIC11524,16.67,21.01,0.79,0.97193278,1,-,1884554,1886695,713,-,chemotaxis protein histidine kinase
LIC11956,16.65,19.50,0.85,0.969234872,1,+,2363671,2364603,310,-,hypothetical protein
LIC11357,16.65,8.59,1.94,0.273207924,1,-,1671042,1672070,342,-,alcohol dehydrogenase
LIC13334,16.65,19.15,0.87,0.936615403,1,+,4089512,4091068,518,-,GMC oxidoreductase
LIC11647,16.64,11.51,1.45,0.740239958,1,+,2013175,2013915,246,-,pseudouridylate synthase
LIC12262,16.60,8.45,1.96,0.215154709,1,-,2733195,2733803,202,-,hypothetical protein
LIC12634,16.59,26.08,0.64,0.620373268,1,-,3189821,3193198,"1,125",-,hypothetical protein
LIC10776,16.55,6.31,2.62,0.078355966,1,+,944446,945276,276,-,hypothetical protein
LIC11895,16.54,10.14,1.63,0.558023374,1,-,2292172,2293497,441,-,sensory histidine kinase CreC
LIC10507,16.53,20.96,0.79,0.942729818,1,+,605069,605704,211,-,lipoprotein
LIC10021,16.51,18.25,0.90,1,1,+,24216,25898,560,-,lipoprotein
LIC11639,16.48,12.52,1.32,0.740239958,1,-,2004459,2005568,369,-,hypothetical protein
LIC20145,16.47,14.07,1.17,0.726790873,2,-,174822,176054,410,-,hypothetical protein
LIC11588,16.44,7.27,2.26,0.235635362,1,+,1949132,1949210,79,tRNA-Asn-GTT,Asn tRNA
LIC11478,16.43,13.71,1.20,0.87565391,1,-,1826786,1827661,291,-,hypothetical protein
LIC10799,16.43,7.58,2.17,0.213427821,1,-,967220,967966,248,-,enoyl-CoA hydratase
LIC10010,16.42,12.87,1.28,0.726153908,1,-,13804,14805,333,-,hypothetical protein
LIC12041,16.38,18.71,0.88,0.87565391,1,-,2461194,2462456,420,-,hypothetical protein
LIC11320,16.36,28.10,0.58,0.645820574,1,-,1629596,1630612,338,-,hypothetical protein
LIC11994,16.34,16.91,0.97,0.959432864,1,+,2403973,2404419,148,-,hypothetical protein
LIC13221,16.34,18.55,0.88,0.87565391,1,-,3953858,3954589,243,-,Fe-S oxidoreductase
LIC10680,16.34,22.73,0.72,0.804642127,1,+,824248,824496,82,-,hypothetical protein
LIC10016,16.32,7.94,2.06,0.383867439,1,-,20186,20749,187,maf,Maf-like protein
LIC12965,16.32,21.91,0.74,0.728997884,1,-,3602891,3603460,189,-,lipoprotein
LIC13441,16.31,8.93,1.83,0.53344002,1,-,4218355,4218801,148,-,MarR family transcriptional regulator
LIC11604,16.29,18.79,0.87,0.732608726,1,-,1965580,1966410,276,-,hypothetical protein
LIC12673,16.29,13.64,1.19,1,1,-,3235908,3236606,232,-,hypothetical protein
LIC11128,16.29,11.83,1.38,0.6904365,1,-,1392236,1393162,308,-,GGDEF family protein
LIC11693,16.27,16.35,0.99,0.936871247,1,+,2056599,2057099,166,-,hypothetical protein
LIC12104,16.20,27.08,0.60,0.739418788,1,-,2544910,2545692,260,recO,hypothetical protein
LIC10015,16.18,8.48,1.91,0.410487823,1,+,19980,20195,71,-,hypothetical protein
LIC10977,16.17,7.63,2.12,0.459271518,1,-,1183182,1184090,302,-,sodium bile acid symporter family protein
LIC10024,16.10,8.46,1.90,0.235635362,1,+,29263,31539,758,-,adenylate/guanylate cyclase
LIC12891,16.10,13.53,1.19,0.982416661,1,-,3492528,3493094,188,-,lipoprotein
LIC12765,16.07,23.17,0.69,0.699544794,1,+,3371458,3371973,171,tpx,thiol peroxidase
LIC11705,16.06,5.12,3.14,0.035484266,1,+,2072013,2072306,97,-,hypothetical protein
LIC11491,16.06,15.63,1.03,1,1,-,1839796,1840548,250,-,hypothetical protein
LIC20067,16.05,13.26,1.21,0.769070746,2,+,73327,73914,195,-,MutT-like protein
LIC11119,16.02,13.79,1.16,0.969234872,1,-,1381452,1382687,411,-,hypothetical protein
LIC12215,16.00,17.20,0.93,0.942729818,1,-,2672650,2673681,343,-,hypothetical protein
LIC11080,15.97,11.43,1.40,0.617430837,1,-,1333110,1335584,824,-,ABC transporter
LIC11916,15.95,24.30,0.66,0.52812003,1,+,2314386,2314670,94,-,lipoprotein
LIC12029,15.93,13.59,1.17,0.913251293,1,+,2446873,2447535,220,-,tRNA/rRNA methyltransferase
LIC12963,15.92,11.07,1.44,0.617430837,1,+,3598814,3600727,637,-,hypothetical protein
LIC20268,15.92,11.36,1.40,0.645820574,2,+,338378,339943,521,-,hypothetical protein
LIC20086,15.88,12.88,1.23,0.887866199,2,+,99071,99409,112,-,hypothetical protein
LIC10967,15.85,10.58,1.50,0.752453036,1,+,1165804,1166190,128,-,small multidrug resistance protein
LIC11290,15.82,16.32,0.97,0.933770306,1,+,1591584,1592729,381,-,hypothetical protein
LIC20018,15.81,10.11,1.56,0.496709637,2,-,18373,19281,302,hemH,ferrochelatase
LIC11922,15.78,8.17,1.93,0.449567426,1,+,2321379,2323196,605,-,hypothetical protein
LIC11399,15.77,16.19,0.97,1,1,-,1718592,1719734,380,-,membrane metalloendopeptidase
LIC13003,15.75,17.61,0.89,0.887866199,1,-,3653236,3654825,529,-,short-chain dehydrogenase
LIC13135,15.74,16.77,0.94,1,1,+,3843112,3845142,676,tolC,outer membrane protein
LIC13383,15.74,11.42,1.38,0.56176024,1,+,4146552,4147595,347,-,dipeptide ABC transporter permease
LIC10562,15.73,12.84,1.22,0.906979471,1,+,687612,688169,185,-,lipoprotein
LIC13182,15.68,11.77,1.33,0.752453036,1,-,3893751,3894539,262,ugpQ,glycerophosphoryl diester phosphodiesterase
LIC20187,15.68,13.68,1.15,0.894788811,2,-,236793,237797,334,-,hypothetical protein
LIC11113,15.67,7.55,2.08,0.256474457,1,-,1375681,1376544,287,-,hypothetical protein
LIC11193,15.66,13.57,1.15,0.997490807,1,+,1468631,1468951,106,chpK,ChpK
LIC12738,15.63,14.48,1.08,0.868103111,1,-,3336564,3337019,151,-,MarR family transcriptional regulator
LIC13211,15.61,13.69,1.14,0.908628531,1,+,3939613,3939822,69,-,hypothetical protein
LIC20005,15.60,11.35,1.37,0.728997884,2,-,4064,4888,274,-,hypothetical protein
LIC10620,15.59,10.57,1.48,0.509530638,1,+,759056,760156,366,-,glycosyl transferase
LIC12601,15.59,33.92,0.46,0.171530042,1,-,3152985,3153905,306,-,hypothetical protein
LIC11989,15.58,13.28,1.17,0.894788811,1,-,2395488,2396396,302,-,hypothetical protein
LIC12780,15.58,24.20,0.64,0.457536121,1,-,3383986,3384846,286,-,hypothetical protein
LIC12672,15.57,8.44,1.85,0.710749902,1,+,3235079,3235915,278,-,hypothetical protein
LIC11819,15.52,26.70,0.58,0.517128082,1,-,2212588,2214492,634,-,hypothetical protein
LIC11795,15.50,9.81,1.58,0.631106663,1,+,2188892,2189533,213,-,hypothetical protein
LIC12485,15.50,21.80,0.71,0.73500712,1,-,3012095,3012658,187,-,hypothetical protein
LIC11439,15.49,9.34,1.66,0.410960108,1,+,1774839,1775876,345,-,histidine kinase sensor protein
LIC11097,15.49,8.80,1.76,0.617430837,1,-,1352635,1353876,413,-,hypothetical protein
LIC20171,15.40,9.98,1.54,0.706383573,2,+,206725,207474,249,ubiE,ubiquinone/menaquinone biosynthesis methyltransferase
LIC13240,15.40,25.81,0.60,0.700782792,1,+,3977113,3977919,268,mazG,nucleoside triphosphate pyrophosphohydrolase
LIC12766,15.39,17.93,0.86,0.97755281,1,-,3372331,3372735,134,-,anti-sigma factor antagonist
LIC13125,15.38,23.90,0.64,0.662101431,1,-,3823468,3824034,188,-,hypothetical protein
LIC12973,15.37,12.99,1.18,1,1,+,3611147,3611755,202,-,hypothetical protein
LIC11283,15.32,12.34,1.24,0.963073865,1,-,1583910,1584329,139,-,hypothetical protein
LIC10698,15.31,12.31,1.24,0.81767325,1,-,846347,847021,224,-,hypothetical protein
LIC12830,15.28,12.16,1.26,0.739466177,1,+,3434138,3435757,539,-,hypothetical protein
LIC11815,15.27,15.00,1.02,0.97193278,1,-,2208838,2209173,111,-,hypothetical protein
LIC13355,15.25,4.10,3.72,0.012549213,1,+,4113249,4114076,275,-,lipoprotein
LIC10288,15.22,14.93,1.02,0.959432864,1,+,330525,331253,242,-,hypothetical protein
LIC12019,15.20,21.03,0.72,0.804293288,1,+,2432866,2434842,658,yoaA,ATP-dependent helicase
LIC12773,15.20,39.52,0.38,0.084732957,1,-,3379484,3380554,356,obgE,GTPase ObgE
LIC11178,15.17,12.10,1.25,0.832321781,1,-,1447934,1448836,300,-,hypothetical protein
LIC11685,15.17,15.15,1.00,0.970097205,1,-,2047568,2048113,181,-,hypothetical protein
LIC10418,15.12,13.48,1.12,1,1,-,475685,475915,76,-,hypothetical protein
LIC10097,15.10,10.76,1.40,0.704295306,1,-,114286,114834,182,ligT,2'-5' RNA ligase
LIC10343,15.10,7.93,1.91,0.426296107,1,+,389169,389771,200,-,integrase/recombinase
LIC10409,15.10,50.48,0.30,0.001928956,1,+,466921,468207,428,-,2-isopropylmalate synthase
LIC10995,15.10,15.67,0.96,0.909888147,1,-,1211402,1212526,374,-,hypothetical protein
LIC11096,15.10,18.97,0.80,0.73349633,1,-,1352324,1352638,104,-,hypothetical protein
LIC12291,15.10,10.74,1.41,0.888059268,1,+,2763905,2765305,466,murF,UDP-N-acetylmuramyl pentapeptide synthase
