"","label","group"
"1932","temp37_932","37°C"
"1933","temp37_933","37°C"
"1934","temp37_934","37°C"
"1935","temp37_935","37°C"
"1936","temp37_936","37°C"
"1937","temp37_937","37°C"
"1938","temp37_938","37°C"
"1939","temp37_939","37°C"
"1940","temp37_940","37°C"
"1941","temp37_941","37°C"
"1942","temp37_942","37°C"
"1943","temp37_943","37°C"
"1944","temp37_944","37°C"
"1945","temp37_945","37°C"
"1946","temp37_946","37°C"
"1947","temp37_947","37°C"
"1948","temp37_948","37°C"
"1949","temp37_949","37°C"
"1950","temp37_950","37°C"
"1951","temp37_951","37°C"
"1952","temp37_952","37°C"
"1953","temp37_953","37°C"
"1954","temp37_954","37°C"
"1955","temp37_955","37°C"
"1956","temp37_956","37°C"
"1957","temp37_957","37°C"
"1958","temp37_958","37°C"
"1959","temp37_959","37°C"
"1960","temp37_960","37°C"
"1961","temp37_961","37°C"
"1962","temp37_962","37°C"
"1963","temp37_963","37°C"
"1964","temp37_964","37°C"
"1965","temp37_965","37°C"
"1966","temp37_966","37°C"
"1967","temp37_967","37°C"
"1968","temp37_968","37°C"
"1969","temp37_969","37°C"
"1970","temp37_970","37°C"
"1971","temp37_971","37°C"
"1972","temp37_972","37°C"
"1973","temp37_973","37°C"
"1974","temp37_974","37°C"
"1975","temp37_975","37°C"
"1976","temp37_976","37°C"
"1977","temp37_977","37°C"
"1978","temp37_978","37°C"
"1979","temp37_979","37°C"
"1980","temp37_980","37°C"
"1981","temp37_981","37°C"
"1982","temp37_982","37°C"
"1983","temp37_983","37°C"
"1984","temp37_984","37°C"
"1985","temp37_985","37°C"
"1986","temp37_986","37°C"
"1987","temp37_987","37°C"
"1988","temp37_988","37°C"
"1989","temp37_989","37°C"
"1990","temp37_990","37°C"
"1991","temp37_991","37°C"
"1992","temp37_992","37°C"
"1993","temp37_993","37°C"
"1994","temp37_994","37°C"
"1995","temp37_995","37°C"
"1996","temp37_996","37°C"
"1997","temp37_997","37°C"
"1998","temp37_998","37°C"
"1999","temp37_999","37°C"
"2000","temp37_1000","37°C"
